148,87,22,19
380,85,23,20
444,93,28,18
636,138,26,38
880,161,21,27
1121,197,30,39
70,295,28,45
332,326,21,33
598,330,29,30
1127,428,23,30
813,518,21,33
855,554,19,33
579,545,52,20
609,501,47,10
599,510,36,8
305,509,21,22
144,538,30,27
123,515,25,9
83,551,17,57
33,743,34,38
35,689,38,21
194,725,42,50
520,755,36,35
490,806,30,23
864,865,25,17
1133,609,38,43
1147,691,36,15
1158,713,36,17
1170,877,22,23
1152,862,11,31
1148,916,14,27
1148,916,14,27
